Index,Stock,Stock Id,Weight
TPX Index,7608 JT,7608,0.000592
TPX Index,7609 JT,7609,0.003958
TPX Index,7611 JT,7611,0.011507
TPX Index,7613 JT,7613,0.009701
TPX Index,7615 JT,7615,0.001312
TPX Index,7616 JT,7616,0.036761
TPX Index,7618 JT,7618,0.00313
TPX Index,7619 JT,7619,0.000817
TPX Index,7628 JT,7628,0.003537
TPX Index,7630 JT,7630,0.012209
TPX Index,7637 JT,7637,0.00271
TPX Index,7640 JT,7640,0.000563
TPX Index,7646 JT,7646,0.001108
TPX Index,7649 JT,7649,0.047034
TPX Index,7701 JT,7701,0.163904
TPX Index,7702 JT,7702,0.00233
TPX Index,7709 JT,7709,0.000337
TPX Index,7715 JT,7715,0.003628
TPX Index,7717 JT,7717,0.015401
TPX Index,7718 JT,7718,0.012342
TPX Index,7721 JT,7721,0.002982
TPX Index,7723 JT,7723,0.002398
TPX Index,7725 JT,7725,0.003528
TPX Index,7727 JT,7727,0.001154
TPX Index,7729 JT,7729,0.020485
TPX Index,7730 JT,7730,0.026139
TPX Index,7731 JT,7731,0.143465
TPX Index,7732 JT,7732,0.04337
TPX Index,7733 JT,7733,0.256688
TPX Index,7734 JT,7734,0.009044
TPX Index,7735 JT,7735,0.048351
TPX Index,7739 JT,7739,0.008455
TPX Index,7740 JT,7740,0.008356
TPX Index,7741 JT,7741,0.523189
TPX Index,7743 JT,7743,0.003324
TPX Index,7744 JT,7744,0.012316
TPX Index,7745 JT,7745,0.003757
TPX Index,7751 JT,7751,0.746023
TPX Index,7752 JT,7752,0.141504
TPX Index,7762 JT,7762,0.034621
TPX Index,7769 JT,7769,0.002828
TPX Index,7775 JT,7775,0.002875
TPX Index,7780 JT,7780,0.014719
TPX Index,7782 JT,7782,0.000359
TPX Index,7811 JT,7811,0.001843
TPX Index,7816 JT,7816,0.002557
TPX Index,7817 JT,7817,0.022729
TPX Index,7818 JT,7818,0.001648
TPX Index,7819 JT,7819,0.000439
TPX Index,7820 JT,7820,0.004373
TPX Index,7821 JT,7821,0.010372
TPX Index,7822 JT,7822,0.002622
TPX Index,7823 JT,7823,0.002913
TPX Index,7832 JT,7832,0.174378
TPX Index,7833 JT,7833,0.000664
TPX Index,7838 JT,7838,0.002216
TPX Index,7839 JT,7839,0.009204
TPX Index,7840 JT,7840,0.004373
TPX Index,7844 JT,7844,0.005996
TPX Index,7846 JT,7846,0.045969
TPX Index,7856 JT,7856,0.004099
TPX Index,7860 JT,7860,0.011412
TPX Index,7862 JT,7862,0.009013
TPX Index,7864 JT,7864,0.035136
TPX Index,7867 JT,7867,0.018878
TPX Index,7868 JT,7868,0.001894
TPX Index,7872 JT,7872,0.000889
TPX Index,7873 JT,7873,0.002229
TPX Index,7874 JT,7874,0.01348
TPX Index,7885 JT,7885,0.001691
TPX Index,7888 JT,7888,0.001382
TPX Index,7893 JT,7893,0.004076
TPX Index,7897 JT,7897,0.000479
TPX Index,7898 JT,7898,0.001707
TPX Index,7905 JT,7905,0.006976
TPX Index,7908 JT,7908,0.002006
TPX Index,7911 JT,7911,0.098534
TPX Index,7912 JT,7912,0.133694
TPX Index,7913 JT,7913,0.002079
TPX Index,7914 JT,7914,0.00349
TPX Index,7915 JT,7915,0.017436
TPX Index,7916 JT,7916,0.000794
TPX Index,7917 JT,7917,0.012613
TPX Index,7918 JT,7918,0.003335
TPX Index,7921 JT,7921,0.00388
TPX Index,7925 JT,7925,0.003271
TPX Index,7936 JT,7936,0.064277
TPX Index,7937 JT,7937,0.002641
TPX Index,7940 JT,7940,0.000991
TPX Index,7942 JT,7942,0.006585
TPX Index,7943 JT,7943,0.017711
TPX Index,7947 JT,7947,0.021933
TPX Index,7949 JT,7949,0.002889
TPX Index,7951 JT,7951,0.151561
TPX Index,7952 JT,7952,0.006966
TPX Index,7955 JT,7955,0.002976
TPX Index,7956 JT,7956,0.148829
TPX Index,7958 JT,7958,0.006196
TPX Index,7961 JT,7961,0.000582
TPX Index,7962 JT,7962,0.003229
TPX Index,7965 JT,7965,0.011574
TPX Index,7966 JT,7966,0.026804
TPX Index,7970 JT,7970,0.007443
TPX Index,7971 JT,7971,0.003597
TPX Index,7972 JT,7972,0.00471
TPX Index,7974 JT,7974,0.9823
TPX Index,7976 JT,7976,0.013361
TPX Index,7979 JT,7979,0.002581
TPX Index,7981 JT,7981,0.015986
TPX Index,7984 JT,7984,0.037797
TPX Index,7987 JT,7987,0.002562
TPX Index,7988 JT,7988,0.04373
TPX Index,7989 JT,7989,0.002008
TPX Index,7990 JT,7990,0.005333
TPX Index,7994 JT,7994,0.020606
TPX Index,7995 JT,7995,0.010081
TPX Index,7999 JT,7999,0.001241
TPX Index,8001 JT,8001,0.582614
TPX Index,8002 JT,8002,0.323558
TPX Index,8005 JT,8005,0.004041
TPX Index,8007 JT,8007,0.001363
TPX Index,8008 JT,8008,0.00916
TPX Index,8011 JT,8011,0.005061
TPX Index,8012 JT,8012,0.04573
TPX Index,8013 JT,8013,0.000762
TPX Index,8014 JT,8014,0.005039
TPX Index,8015 JT,8015,0.181181
TPX Index,8016 JT,8016,0.01791
TPX Index,8018 JT,8018,0.003137
TPX Index,8020 JT,8020,0.027803
TPX Index,8022 JT,8022,0.010991
TPX Index,8025 JT,8025,0.000853
TPX Index,8028 JT,8028,0.14353
TPX Index,8029 JT,8029,0.001828
TPX Index,8031 JT,8031,0.63161
TPX Index,8032 JT,8032,0.009609
TPX Index,8035 JT,8035,0.398251
TPX Index,8036 JT,8036,0.051656
TPX Index,8037 JT,8037,0.007917
TPX Index,8038 JT,8038,0.001345
TPX Index,8041 JT,8041,0.001642
TPX Index,8043 JT,8043,0.007424
TPX Index,8050 JT,8050,0.019173
TPX Index,8051 JT,8051,0.020173
TPX Index,8052 JT,8052,0.002959
TPX Index,8053 JT,8053,0.454942
TPX Index,8056 JT,8056,0.030788
TPX Index,8057 JT,8057,0.005394
TPX Index,8058 JT,8058,0.941074
TPX Index,8059 JT,8059,0.006748
TPX Index,8060 JT,8060,0.026265
TPX Index,8061 JT,8061,0.00467
TPX Index,8065 JT,8065,0.0043
TPX Index,8068 JT,8068,0.006203
TPX Index,8070 JT,8070,0.003086
TPX Index,8074 JT,8074,0.014866
TPX Index,8075 JT,8075,0.002706
TPX Index,8077 JT,8077,0.000785
TPX Index,8078 JT,8078,0.026864
TPX Index,8079 JT,8079,0.008243
TPX Index,8081 JT,8081,0.004534
TPX Index,8084 JT,8084,0.004705
TPX Index,8086 JT,8086,0.041478
TPX Index,8087 JT,8087,0.003978
TPX Index,8088 JT,8088,0.034254
TPX Index,8089 JT,8089,0.002175
TPX Index,8090 JT,8090,0.001314
TPX Index,8091 JT,8091,0.000995
TPX Index,8093 JT,8093,0.002345
TPX Index,8095 JT,8095,0.002708
TPX Index,8096 JT,8096,0.009408
TPX Index,8097 JT,8097,0.014564
TPX Index,8098 JT,8098,0.015897
TPX Index,8101 JT,8101,0.001507
TPX Index,8103 JT,8103,0.001765
TPX Index,8107 JT,8107,0.000625
TPX Index,8111 JT,8111,0.018006
TPX Index,8113 JT,8113,0.305969
TPX Index,8114 JT,8114,0.022114
TPX Index,8118 JT,8118,0.000923
TPX Index,8125 JT,8125,0.011342
TPX Index,8127 JT,8127,0.001246
TPX Index,8129 JT,8129,0.034003
TPX Index,8130 JT,8130,0.027687
TPX Index,8131 JT,8131,0.004652
TPX Index,8132 JT,8132,0.004582
TPX Index,8133 JT,8133,0.009712
TPX Index,8136 JT,8136,0.024595
TPX Index,8137 JT,8137,0.003429
TPX Index,8140 JT,8140,0.017305
TPX Index,8141 JT,8141,0.006932
TPX Index,8142 JT,8142,0.003899
TPX Index,8150 JT,8150,0.007213
TPX Index,8151 JT,8151,0.004043
TPX Index,8153 JT,8153,0.014852
TPX Index,8154 JT,8154,0.008166
TPX Index,8155 JT,8155,0.0054
TPX Index,8158 JT,8158,0.002709
TPX Index,8159 JT,8159,0.005079
TPX Index,8160 JT,8160,0.012408
TPX Index,8163 JT,8163,0.004537
TPX Index,8165 JT,8165,0.003022
TPX Index,8166 JT,8166,0.000598
TPX Index,8168 JT,8168,0.003888
TPX Index,8173 JT,8173,0.015109
TPX Index,8174 JT,8174,0.039413
TPX Index,8179 JT,8179,0.020088
TPX Index,8181 JT,8181,0.000467
TPX Index,8182 JT,8182,0.007267
TPX Index,8184 JT,8184,0.031533
TPX Index,8185 JT,8185,0.010078
TPX Index,8194 JT,8194,0.008366
TPX Index,8200 JT,8200,0.011329
TPX Index,8203 JT,8203,0.00292
TPX Index,8207 JT,8207,0.001587
TPX Index,8214 JT,8214,0.011687
TPX Index,8217 JT,8217,0.006303
TPX Index,8218 JT,8218,0.015613
TPX Index,8219 JT,8219,0.025476
TPX Index,8227 JT,8227,0.047775
TPX Index,8230 JT,8230,0.000987
TPX Index,8233 JT,8233,0.056877
TPX Index,8237 JT,8237,0.009954
TPX Index,8242 JT,8242,0.033603
TPX Index,8244 JT,8244,0.005702
TPX Index,8251 JT,8251,0.004666
TPX Index,8252 JT,8252,0.098638
TPX Index,8253 JT,8253,0.053402
TPX Index,8255 JT,8255,0.012931
TPX Index,8260 JT,8260,0.00059
TPX Index,8267 JT,8267,0.397515
TPX Index,8273 JT,8273,0.05177
TPX Index,8275 JT,8275,0.001661
TPX Index,8276 JT,8276,0.023622
TPX Index,8278 JT,8278,0.01012
TPX Index,8279 JT,8279,0.030027
TPX Index,8281 JT,8281,0.008549
TPX Index,8282 JT,8282,0.04631
TPX Index,8283 JT,8283,0.033167
TPX Index,8285 JT,8285,0.001559
TPX Index,8289 JT,8289,0.002307
TPX Index,8291 JT,8291,0.00202
TPX Index,8303 JT,8303,0.05775
TPX Index,8304 JT,8304,0.092336
TPX Index,8306 JT,8306,1.894853
TPX Index,8308 JT,8308,0.268887
TPX Index,8309 JT,8309,0.352758
TPX Index,8316 JT,8316,1.312437
TPX Index,8324 JT,8324,0.023117
TPX Index,8325 JT,8325,0.009275
TPX Index,8331 JT,8331,0.105762
TPX Index,8334 JT,8334,0.044949
TPX Index,8336 JT,8336,0.020142
TPX Index,8337 JT,8337,0.005372
TPX Index,8338 JT,8338,0.004459
TPX Index,8341 JT,8341,0.032547
TPX Index,8342 JT,8342,0.010321
TPX Index,8343 JT,8343,0.007393
TPX Index,8344 JT,8344,0.010591
TPX Index,8345 JT,8345,0.013398
TPX Index,8346 JT,8346,0.01457
TPX Index,8349 JT,8349,0.002659
TPX Index,8350 JT,8350,0.004427
TPX Index,8354 JT,8354,0.097377
TPX Index,8355 JT,8355,0.098822
TPX Index,8356 JT,8356,0.015023
TPX Index,8358 JT,8358,0.022213
TPX Index,8359 JT,8359,0.036626
TPX Index,8360 JT,8360,0.009844
TPX Index,8361 JT,8361,0.01767
TPX Index,8362 JT,8362,0.007841
TPX Index,8363 JT,8363,0.019125
TPX Index,8364 JT,8364,0.003305
TPX Index,8365 JT,8365,0.003164
TPX Index,8366 JT,8366,0.021259
TPX Index,8367 JT,8367,0.012972
TPX Index,8368 JT,8368,0.01706
TPX Index,8369 JT,8369,0.087427
TPX Index,8370 JT,8370,0.02633
TPX Index,8377 JT,8377,0.040964
TPX Index,8379 JT,8379,0.043688
TPX Index,8381 JT,8381,0.02256
TPX Index,8382 JT,8382,0.030528
TPX Index,8383 JT,8383,0.002028
TPX Index,8385 JT,8385,0.038876
TPX Index,8386 JT,8386,0.013789
TPX Index,8387 JT,8387,0.008216
TPX Index,8388 JT,8388,0.021673
TPX Index,8392 JT,8392,0.009079
TPX Index,8393 JT,8393,0.008544
TPX Index,8395 JT,8395,0.005441
TPX Index,8396 JT,8396,0.009138
TPX Index,8397 JT,8397,0.015023
TPX Index,8399 JT,8399,0.011309
TPX Index,8410 JT,8410,0.051065
TPX Index,8411 JT,8411,1.028292
TPX Index,8416 JT,8416,0.00161
TPX Index,8418 JT,8418,0.059078
TPX Index,8423 JT,8423,0.000858
TPX Index,8424 JT,8424,0.030088
TPX Index,8425 JT,8425,0.021865
TPX Index,8439 JT,8439,0.053724
TPX Index,8473 JT,8473,0.15172
TPX Index,8511 JT,8511,0.010545
TPX Index,8515 JT,8515,0.021493
TPX Index,8518 JT,8518,0.001099
TPX Index,8521 JT,8521,0.002178
TPX Index,8522 JT,8522,0.011886
TPX Index,8524 JT,8524,0.022392
TPX Index,8527 JT,8527,0.00658
TPX Index,8530 JT,8530,0.003587
TPX Index,8537 JT,8537,0.002993
TPX Index,8541 JT,8541,0.006739
TPX Index,8542 JT,8542,0.002216
TPX Index,8544 JT,8544,0.016354
TPX Index,8550 JT,8550,0.007668
TPX Index,8551 JT,8551,0.003198
TPX Index,8558 JT,8558,0.007125
TPX Index,8562 JT,8562,0.002664
TPX Index,8563 JT,8563,0.00228
TPX Index,8566 JT,8566,0.011285
TPX Index,8570 JT,8570,0.062838
TPX Index,8572 JT,8572,0.035036
TPX Index,8584 JT,8584,0.011079
TPX Index,8585 JT,8585,0.013692
TPX Index,8586 JT,8586,0.033301
TPX Index,8589 JT,8589,0.002018
TPX Index,8591 JT,8591,0.470737
TPX Index,8593 JT,8593,0.064244
TPX Index,8595 JT,8595,0.024135
TPX Index,8596 JT,8596,0.001222
TPX Index,8600 JT,8600,0.015531
TPX Index,8601 JT,8601,0.224797
TPX Index,8604 JT,8604,0.359214
TPX Index,8609 JT,8609,0.019211
TPX Index,8613 JT,8613,0.01177
TPX Index,8614 JT,8614,0.003644
TPX Index,8616 JT,8616,0.027441
TPX Index,8617 JT,8617,0.001141
TPX Index,8622 JT,8622,0.00433
TPX Index,8624 JT,8624,0.009476
TPX Index,8628 JT,8628,0.02223
TPX Index,8630 JT,8630,0.364008
TPX Index,8692 JT,8692,0.001072
TPX Index,8697 JT,8697,0.217092
TPX Index,8698 JT,8698,0.021079
TPX Index,8703 JT,8703,0.009358
TPX Index,8706 JT,8706,0.007411
TPX Index,8707 JT,8707,0.006284
TPX Index,8708 JT,8708,0.005678
TPX Index,8713 JT,8713,0.006401
TPX Index,8714 JT,8714,0.015486
TPX Index,8715 JT,8715,0.009797
TPX Index,8725 JT,8725,0.377688
TPX Index,8729 JT,8729,0.079028
TPX Index,8732 JT,8732,0.001926
TPX Index,8742 JT,8742,0.000325
TPX Index,8750 JT,8750,0.51147
TPX Index,8766 JT,8766,0.810473
TPX Index,8769 JT,8769,0.001468
TPX Index,8771 JT,8771,0.005003
TPX Index,8772 JT,8772,0.001012
TPX Index,8793 JT,8793,0.00299
TPX Index,8795 JT,8795,0.221502
TPX Index,8798 JT,8798,0.002278
TPX Index,8801 JT,8801,0.514107
TPX Index,8802 JT,8802,0.550273
TPX Index,8803 JT,8803,0.0135
TPX Index,8804 JT,8804,0.057227
TPX Index,8806 JT,8806,0.011825
TPX Index,8818 JT,8818,0.005514
TPX Index,8830 JT,8830,0.372722
TPX Index,8835 JT,8835,0.001638
TPX Index,8840 JT,8840,0.014037
TPX Index,8841 JT,8841,0.010725
TPX Index,8842 JT,8842,0.00325
TPX Index,8848 JT,8848,0.028664
TPX Index,8850 JT,8850,0.012975
TPX Index,8860 JT,8860,0.004381
TPX Index,8864 JT,8864,0.002503
TPX Index,8869 JT,8869,0.001372
TPX Index,8871 JT,8871,0.005611
TPX Index,8876 JT,8876,0.067031
TPX Index,8877 JT,8877,0.002375
TPX Index,8881 JT,8881,0.003019
TPX Index,8892 JT,8892,0.005462
TPX Index,8897 JT,8897,0.006159
TPX Index,8904 JT,8904,0.002401
TPX Index,8905 JT,8905,0.048058
TPX Index,8917 JT,8917,0.002083
TPX Index,8918 JT,8918,0.001238
TPX Index,8919 JT,8919,0.01806
TPX Index,8920 JT,8920,0.010763
TPX Index,8923 JT,8923,0.006138
TPX Index,8928 JT,8928,0.001342
TPX Index,8933 JT,8933,0.03107
TPX Index,8934 JT,8934,0.006016
TPX Index,8935 JT,8935,0.002618
TPX Index,8940 JT,8940,0.000874
TPX Index,8944 JT,8944,0.000751
TPX Index,8999 JT,8999,0.001631
TPX Index,9001 JT,9001,0.137569
TPX Index,9003 JT,9003,0.047142
TPX Index,9005 JT,9005,0.21747
TPX Index,9006 JT,9006,0.109892
TPX Index,9007 JT,9007,0.154
TPX Index,9008 JT,9008,0.134818
TPX Index,9009 JT,9009,0.107344
TPX Index,9010 JT,9010,0.019615
TPX Index,9014 JT,9014,0.002247
TPX Index,9020 JT,9020,0.729638
TPX Index,9021 JT,9021,0.27466
TPX Index,9022 JT,9022,0.823575
TPX Index,9024 JT,9024,0.101519
TPX Index,9025 JT,9025,0.010489
TPX Index,9031 JT,9031,0.033121
TPX Index,9037 JT,9037,0.011512
TPX Index,9039 JT,9039,0.013248
TPX Index,9041 JT,9041,0.165569
TPX Index,9042 JT,9042,0.197278
TPX Index,9044 JT,9044,0.049516
TPX Index,9045 JT,9045,0.071204
TPX Index,9046 JT,9046,0.003488
TPX Index,9048 JT,9048,0.082064
TPX Index,9052 JT,9052,0.007084
TPX Index,9058 JT,9058,0.008453
TPX Index,9062 JT,9062,0.107141
TPX Index,9064 JT,9064,0.223635
TPX Index,9065 JT,9065,0.060024
TPX Index,9066 JT,9066,0.008557
TPX Index,9067 JT,9067,0.000736
TPX Index,9068 JT,9068,0.007675
TPX Index,9069 JT,9069,0.020831
TPX Index,9070 JT,9070,0.006209
TPX Index,9072 JT,9072,0.041154
TPX Index,9074 JT,9074,0.00129
TPX Index,9075 JT,9075,0.026131
TPX Index,9076 JT,9076,0.046979
TPX Index,9078 JT,9078,0.001239
TPX Index,9081 JT,9081,0.003454
TPX Index,9086 JT,9086,0.02532
TPX Index,9090 JT,9090,0.008327
TPX Index,9099 JT,9099,0.00588
TPX Index,9101 JT,9101,0.06478
TPX Index,9104 JT,9104,0.076895
TPX Index,9107 JT,9107,0.038625
TPX Index,9110 JT,9110,0.004512
TPX Index,9115 JT,9115,0.001619
TPX Index,9119 JT,9119,0.01087
TPX Index,9130 JT,9130,0.000529
TPX Index,9142 JT,9142,0.106421
TPX Index,9143 JT,9143,0.103297
TPX Index,9201 JT,9201,0.276115
TPX Index,9202 JT,9202,0.28275
TPX Index,9232 JT,9232,0.000988
TPX Index,9260 JT,9260,0.004529
TPX Index,9265 JT,9265,0.00044
TPX Index,9267 JT,9267,0.00644
TPX Index,9274 JT,9274,0.002404
TPX Index,9301 JT,9301,0.037055
TPX Index,9302 JT,9302,0.008635
TPX Index,9303 JT,9303,0.0192
TPX Index,9304 JT,9304,0.003564
TPX Index,9305 JT,9305,0.004058
TPX Index,9306 JT,9306,0.002351
TPX Index,9308 JT,9308,0.002606
TPX Index,9310 JT,9310,0.004608
TPX Index,9312 JT,9312,0.00114
TPX Index,9319 JT,9319,0.002865
TPX Index,9322 JT,9322,0.001256
TPX Index,9324 JT,9324,0.003015
TPX Index,9351 JT,9351,0.001902
TPX Index,9358 JT,9358,0.001704
TPX Index,9364 JT,9364,0.056173
TPX Index,9366 JT,9366,0.000726
TPX Index,9368 JT,9368,0.001165
TPX Index,9369 JT,9369,0.002656
TPX Index,9375 JT,9375,0.015095
TPX Index,9380 JT,9380,0.000689
TPX Index,9381 JT,9381,0.002776
TPX Index,9384 JT,9384,0.002089
TPX Index,9386 JT,9386,0.001205
TPX Index,9401 JT,9401,0.049454
TPX Index,9404 JT,9404,0.069511
TPX Index,9405 JT,9405,0.00305
TPX Index,9409 JT,9409,0.022857
TPX Index,9412 JT,9412,0.015998
TPX Index,9413 JT,9413,0.008713
TPX Index,9414 JT,9414,0.001739
TPX Index,9416 JT,9416,0.005875
TPX Index,9418 JT,9418,0.002099
TPX Index,9419 JT,9419,0.0011
TPX Index,9422 JT,9422,0.005681
TPX Index,9424 JT,9424,0.006221
TPX Index,9428 JT,9428,0.000571
TPX Index,9432 JT,9432,1.400666
TPX Index,9433 JT,9433,1.040882
TPX Index,9435 JT,9435,0.100747
TPX Index,9437 JT,9437,0.82537
TPX Index,9438 JT,9438,0.002748
TPX Index,9449 JT,9449,0.026937
TPX Index,9466 JT,9466,0.000546
TPX Index,9468 JT,9468,0.013698
TPX Index,9470 JT,9470,0.007053
TPX Index,9474 JT,9474,0.024196
TPX Index,9475 JT,9475,0.001174
TPX Index,9479 JT,9479,0.000562
TPX Index,9501 JT,9501,0.169916
TPX Index,9502 JT,9502,0.200234
TPX Index,9503 JT,9503,0.267836
TPX Index,9504 JT,9504,0.077492
TPX Index,9505 JT,9505,0.04343
TPX Index,9506 JT,9506,0.136678
TPX Index,9507 JT,9507,0.051337
TPX Index,9508 JT,9508,0.115049
TPX Index,9509 JT,9509,0.027658
TPX Index,9511 JT,9511,0.018595
TPX Index,9513 JT,9513,0.095834
TPX Index,9514 JT,9514,0.002981
TPX Index,9517 JT,9517,0.006225
TPX Index,9519 JT,9519,0.005711
TPX Index,9531 JT,9531,0.224754
TPX Index,9532 JT,9532,0.165252
TPX Index,9533 JT,9533,0.081064
TPX Index,9534 JT,9534,0.003208
TPX Index,9535 JT,9535,0.003053
TPX Index,9536 JT,9536,0.012636
TPX Index,9543 JT,9543,0.011898
TPX Index,9551 JT,9551,0.007089
TPX Index,9600 JT,9600,0.004162
TPX Index,9601 JT,9601,0.034889
TPX Index,9602 JT,9602,0.088529
TPX Index,9603 JT,9603,0.024717
TPX Index,9605 JT,9605,0.019069
TPX Index,9612 JT,9612,0.002054
TPX Index,9613 JT,9613,0.183859
TPX Index,9616 JT,9616,0.031595
TPX Index,9619 JT,9619,0.006223
TPX Index,9621 JT,9621,0.00434
TPX Index,9622 JT,9622,0.003405
TPX Index,9624 JT,9624,0.0013
TPX Index,9627 JT,9627,0.046909
TPX Index,9628 JT,9628,0.002478
TPX Index,9629 JT,9629,0.001036
TPX Index,9632 JT,9632,0.001496
TPX Index,9633 JT,9633,0.002098
TPX Index,9644 JT,9644,0.001241
TPX Index,9658 JT,9658,0.001491
TPX Index,9663 JT,9663,0.003936
TPX Index,9671 JT,9671,0.003638
TPX Index,9672 JT,9672,0.010508
TPX Index,9675 JT,9675,0.002688
TPX Index,9678 JT,9678,0.020898
TPX Index,9681 JT,9681,0.014835
TPX Index,9682 JT,9682,0.017855
TPX Index,9684 JT,9684,0.081017
TPX Index,9692 JT,9692,0.012536
TPX Index,9697 JT,9697,0.046483
TPX Index,9699 JT,9699,0.0141
TPX Index,9702 JT,9702,0.001626
TPX Index,9704 JT,9704,0.000686
TPX Index,9706 JT,9706,0.05653
TPX Index,9715 JT,9715,0.011754
TPX Index,9716 JT,9716,0.020389
TPX Index,9717 JT,9717,0.002733
TPX Index,9719 JT,9719,0.046888
TPX Index,9722 JT,9722,0.004995
TPX Index,9726 JT,9726,0.003012
TPX Index,9728 JT,9728,0.008547
TPX Index,9729 JT,9729,0.009346
TPX Index,9731 JT,9731,0.001334
TPX Index,9735 JT,9735,0.360803
TPX Index,9739 JT,9739,0.00256
TPX Index,9740 JT,9740,0.009067
TPX Index,9742 JT,9742,0.006204
TPX Index,9743 JT,9743,0.009079
TPX Index,9744 JT,9744,0.023532
TPX Index,9746 JT,9746,0.015305
TPX Index,9749 JT,9749,0.032529
TPX Index,9755 JT,9755,0.006049
TPX Index,9757 JT,9757,0.01978
TPX Index,9759 JT,9759,0.015585
TPX Index,9760 JT,9760,0.001075
TPX Index,9763 JT,9763,0.000942
TPX Index,9765 JT,9765,0.001849
TPX Index,9766 JT,9766,0.067939
TPX Index,9768 JT,9768,0.000852
TPX Index,9769 JT,9769,0.002449
TPX Index,9783 JT,9783,0.043628
TPX Index,9787 JT,9787,0.019065
TPX Index,9788 JT,9788,0.002849
TPX Index,9790 JT,9790,0.002421
TPX Index,9792 JT,9792,0.006738
TPX Index,9793 JT,9793,0.019512
TPX Index,9795 JT,9795,0.002066
TPX Index,9810 JT,9810,0.016958
TPX Index,9824 JT,9824,0.003982
TPX Index,9828 JT,9828,0.006227
TPX Index,9830 JT,9830,0.024881
TPX Index,9831 JT,9831,0.073744
TPX Index,9832 JT,9832,0.029491
TPX Index,9837 JT,9837,0.002543
TPX Index,9842 JT,9842,0.010068
TPX Index,9843 JT,9843,0.246721
TPX Index,9850 JT,9850,0.003325
TPX Index,9854 JT,9854,0.001104
TPX Index,9856 JT,9856,0.001934
TPX Index,9861 JT,9861,0.022524
TPX Index,9869 JT,9869,0.022808
TPX Index,9880 JT,9880,0.004453
TPX Index,9882 JT,9882,0.011005
TPX Index,9887 JT,9887,0.006622
TPX Index,9889 JT,9889,0.004452
TPX Index,9896 JT,9896,0.003194
TPX Index,9900 JT,9900,0.007096
TPX Index,9902 JT,9902,0.006323
TPX Index,9919 JT,9919,0.003555
TPX Index,9928 JT,9928,0.00841
TPX Index,9930 JT,9930,0.000772
TPX Index,9932 JT,9932,0.004151
TPX Index,9934 JT,9934,0.025309
TPX Index,9936 JT,9936,0.022027
TPX Index,9945 JT,9945,0.007875
TPX Index,9946 JT,9946,0.006153
TPX Index,9948 JT,9948,0.022244
TPX Index,9956 JT,9956,0.023156
TPX Index,9957 JT,9957,0.00446
TPX Index,9960 JT,9960,0.003823
TPX Index,9962 JT,9962,0.127802
TPX Index,9966 JT,9966,0.00033
TPX Index,9972 JT,9972,0.001011
TPX Index,9974 JT,9974,0.010417
TPX Index,9979 JT,9979,0.003484
TPX Index,9982 JT,9982,0.002715
TPX Index,9983 JT,9983,0.296636
TPX Index,9984 JT,9984,1.949157
TPX Index,9986 JT,9986,0.000948
TPX Index,9987 JT,9987,0.09285
TPX Index,9989 JT,9989,0.057436
TPX Index,9990 JT,9990,0.003416
TPX Index,9991 JT,9991,0.003189
TPX Index,9993 JT,9993,0.001352
TPX Index,9994 JT,9994,0.002349
TPX Index,9995 JT,9995,0.001911
TPX Index,9997 JT,9997,0.012509
SPX Index,A UN,A,#N/A N/A
SPX Index,AAL UW,AAL,#N/A N/A
SPX Index,AAP UN,AAP,#N/A N/A
SPX Index,AAPL UW,AAPL,#N/A N/A
SPX Index,ABBV UN,ABBV,#N/A N/A
SPX Index,ABC UN,ABC,#N/A N/A
SPX Index,ABMD UW,ABMD,#N/A N/A
SPX Index,ABT UN,ABT,#N/A N/A
SPX Index,ACN UN,ACN,#N/A N/A
SPX Index,ADBE UW,ADBE,#N/A N/A
SPX Index,ADI UW,ADI,#N/A N/A
SPX Index,ADM UN,ADM,#N/A N/A
SPX Index,ADP UW,ADP,#N/A N/A
SPX Index,ADS UN,ADS,#N/A N/A
SPX Index,ADSK UW,ADSK,#N/A N/A
SPX Index,AEE UN,AEE,#N/A N/A
SPX Index,AEP UN,AEP,#N/A N/A
SPX Index,AES UN,AES,#N/A N/A
SPX Index,AET UN,AET,#N/A N/A
SPX Index,AFL UN,AFL,#N/A N/A
SPX Index,AGN UN,AGN,#N/A N/A
SPX Index,AIG UN,AIG,#N/A N/A
SPX Index,AIV UN,AIV,#N/A N/A
SPX Index,AIZ UN,AIZ,#N/A N/A
SPX Index,AJG UN,AJG,#N/A N/A
SPX Index,AKAM UW,AKAM,#N/A N/A
SPX Index,ALB UN,ALB,#N/A N/A
SPX Index,ALGN UW,ALGN,#N/A N/A
SPX Index,ALK UN,ALK,#N/A N/A
SPX Index,ALL UN,ALL,#N/A N/A
SPX Index,ALLE UN,ALLE,#N/A N/A
SPX Index,ALXN UW,ALXN,#N/A N/A
SPX Index,AMAT UW,AMAT,#N/A N/A
SPX Index,AMD UR,AMD,#N/A N/A
SPX Index,AME UN,AME,#N/A N/A
SPX Index,AMG UN,AMG,#N/A N/A
SPX Index,AMGN UW,AMGN,#N/A N/A
SPX Index,AMP UN,AMP,#N/A N/A
SPX Index,AMT UN,AMT,#N/A N/A
SPX Index,AMZN UW,AMZN,#N/A N/A
SPX Index,ANDV UN,ANDV,#N/A N/A
SPX Index,ANET UN,ANET,#N/A N/A
SPX Index,ANSS UW,ANSS,#N/A N/A
SPX Index,ANTM UN,ANTM,#N/A N/A
