Index,Stock,Stock Id,Weight
CAC Index,AC FP,AC,0.730585
CAC Index,ACA FP,ACA,1.214546
CAC Index,AI FP,AI,3.976744
CAC Index,AIR FP,AIR,5.187106
CAC Index,ATO FP,ATO,0.826578
CAC Index,BN FP,BN,3.574166
CAC Index,BNP FP,BNP,5.012436
CAC Index,CA FP,CA,0.800254
CAC Index,CAP FP,CAP,1.441938
CAC Index,CS FP,CS,3.740745
CAC Index,DG FP,DG,3.219001
CAC Index,DSY FP,DSY,1.37421
CAC Index,EI FP,EI,2.197046
CAC Index,EN FP,EN,0.729999
CAC Index,ENGI FP,ENGI,1.876764
CAC Index,FP FP,FP,11.600077
CAC Index,FR FP,FR,0.745719
CAC Index,FTI FP,FTI,0.984794
CAC Index,GLE FP,GLE,2.388582
CAC Index,KER FP,KER,2.876143
CAC Index,LR FP,LR,1.382991
CAC Index,MC FP,MC,6.991082
CAC Index,ML FP,ML,1.434144
CAC Index,MT NA,MT,1.469396
CAC Index,OR FP,OR,4.288807
CAC Index,ORA FP,ORA,2.264613
CAC Index,PUB FP,PUB,0.897937
CAC Index,RI FP,RI,2.293841
CAC Index,RMS FP,RMS,1.221659
CAC Index,RNO FP,RNO,1.173599
CAC Index,SAF FP,SAF,3.31621
CAC Index,SAN FP,SAN,7.087294
CAC Index,SGO FP,SGO,1.593595
CAC Index,STM FP,STM,0.888054
CAC Index,SU FP,SU,2.990796
CAC Index,SW FP,SW,0.677143
CAC Index,UG FP,UG,1.136978
CAC Index,URW NA,URW,1.99335
CAC Index,VIE FP,VIE,0.719267
CAC Index,VIV FP,VIV,1.681809
DAX Index,1COV GY,1COV,1.266877
DAX Index,ADS GY,ADS,3.858883
DAX Index,ALV GY,ALV,8.553533
DAX Index,BAS GY,BAS,7.343546
DAX Index,BAYN GY,BAYN,7.388509
DAX Index,BEI GY,BEI,0.979118
DAX Index,BMW GY,BMW,2.582967
DAX Index,CON GY,CON,1.66952
DAX Index,DAI GY,DAI,5.065697
DAX Index,DB1 GY,DB1,2.210597
DAX Index,DBK GY,DBK,1.988331
DAX Index,DPW GY,DPW,3.016356
DAX Index,DTE GY,DTE,4.630027
DAX Index,EOAN GY,EOAN,1.972453
DAX Index,FME GY,FME,1.934003
DAX Index,FRE GY,FRE,2.658411
DAX Index,HEI GY,HEI,1.023834
DAX Index,HEN3 GY,HEN3,1.80693
DAX Index,IFX GY,IFX,2.291847
DAX Index,LHA GY,LHA,1.026498
DAX Index,LINU GY,LINU,3.609026
DAX Index,MRK GY,MRK,1.172063
DAX Index,MUV2 GY,MUV2,2.919931
DAX Index,RWE GY,RWE,1.197931
DAX Index,SAP GY,SAP,10.351505
DAX Index,SIE GY,SIE,9.233121
DAX Index,TKA GY,TKA,1.107952
DAX Index,VNA GY,VNA,2.061739
DAX Index,VOW3 GY,VOW3,2.872682
DAX Index,WDI GY,WDI,2.206109
NKY Index,1332 JT,1332,0.113913
NKY Index,1333 JT,1333,0.064392
NKY Index,1605 JT,1605,0.088278
NKY Index,1721 JT,1721,0.515136
NKY Index,1801 JT,1801,0.16006
NKY Index,1802 JT,1802,0.166346
NKY Index,1803 JT,1803,0.160367
NKY Index,1808 JT,1808,0.045534
NKY Index,1812 JT,1812,0.127404
NKY Index,1925 JT,1925,0.519736
NKY Index,1928 JT,1928,0.265617
NKY Index,1963 JT,1963,0.402757
NKY Index,2002 JT,2002,0.385126
NKY Index,2269 JT,2269,0.235184
NKY Index,2282 JT,2282,0.323877
NKY Index,2432 JT,2432,0.091713
NKY Index,2501 JT,2501,0.07353
NKY Index,2502 JT,2502,0.758906
NKY Index,2503 JT,2503,0.451434
NKY Index,2531 JT,2531,0.252815
NKY Index,2768 JT,2768,0.006317
NKY Index,2801 JT,2801,1.034872
NKY Index,2802 JT,2802,0.300726
NKY Index,2871 JT,2871,0.232271
NKY Index,2914 JT,2914,0.455267
NKY Index,3086 JT,3086,0.13622
NKY Index,3099 JT,3099,0.215253
NKY Index,3101 JT,3101,0.029942
NKY Index,3103 JT,3103,0.011253
NKY Index,3105 JT,3105,0.208201
NKY Index,3289 JT,3289,0.122038
NKY Index,3382 JT,3382,0.780983
NKY Index,3401 JT,3401,0.066845
NKY Index,3402 JT,3402,0.131866
NKY Index,3405 JT,3405,0.262627
NKY Index,3407 JT,3407,0.2683
NKY Index,3436 JT,3436,0.025312
NKY Index,3861 JT,3861,0.128784
NKY Index,3863 JT,3863,0.032242
NKY Index,4004 JT,4004,0.096435
NKY Index,4005 JT,4005,0.102567
NKY Index,4021 JT,4021,0.922952
NKY Index,4042 JT,4042,0.134303
NKY Index,4043 JT,4043,0.095362
NKY Index,4061 JT,4061,0.122192
NKY Index,4063 JT,4063,1.537743
NKY Index,4151 JT,4151,0.330239
NKY Index,4183 JT,4183,0.088033
NKY Index,4188 JT,4188,0.08325
NKY Index,4208 JT,4208,0.046991
NKY Index,4272 JT,4272,0.207741
NKY Index,4324 JT,4324,0.815632
NKY Index,4452 JT,4452,1.39884
NKY Index,4502 JT,4502,0.749707
NKY Index,4503 JT,4503,1.522795
NKY Index,4506 JT,4506,0.397851
NKY Index,4507 JT,4507,1.13238
NKY Index,4519 JT,4519,1.120728
NKY Index,4523 JT,4523,1.705622
NKY Index,4543 JT,4543,2.066677
NKY Index,4568 JT,4568,0.756913
NKY Index,4578 JT,4578,0.876958
NKY Index,4689 JT,4689,0.024653
NKY Index,4704 JT,4704,1.105396
NKY Index,4755 JT,4755,0.134027
NKY Index,4901 JT,4901,0.787269
NKY Index,4902 JT,4902,0.18505
NKY Index,4911 JT,4911,1.330002
NKY Index,5002 JT,5002,0.375927
NKY Index,5020 JT,5020,0.133077
NKY Index,5101 JT,5101,0.188193
NKY Index,5108 JT,5108,0.658332
NKY Index,5201 JT,5201,0.146569
NKY Index,5202 JT,5202,0.019057
NKY Index,5214 JT,5214,0.16351
NKY Index,5232 JT,5232,0.074357
NKY Index,5233 JT,5233,0.05527
NKY Index,5301 JT,5301,0.34649
NKY Index,5332 JT,5332,0.366421
NKY Index,5333 JT,5333,0.286085
NKY Index,5401 JT,5401,0.036926
NKY Index,5406 JT,5406,0.015408
NKY Index,5411 JT,5411,0.040329
NKY Index,5413 JT,5413,0.026186
NKY Index,5541 JT,5541,0.064392
NKY Index,5631 JT,5631,0.08604
NKY Index,5703 JT,5703,0.039095
NKY Index,5706 JT,5706,0.050517
NKY Index,5707 JT,5707,0.069145
NKY Index,5711 JT,5711,0.051974
NKY Index,5713 JT,5713,0.308775
NKY Index,5714 JT,5714,0.110846
NKY Index,5715 JT,5715,0.026278
NKY Index,5801 JT,5801,0.057876
NKY Index,5802 JT,5802,0.275813
NKY Index,5803 JT,5803,0.08279
NKY Index,5901 JT,5901,0.363508
NKY Index,6098 JT,6098,1.739045
NKY Index,6103 JT,6103,0.194096
NKY Index,6113 JT,6113,0.185664
NKY Index,6178 JT,6178,0.206821
NKY Index,6301 JT,6301,0.532307
NKY Index,6302 JT,6302,0.125411
NKY Index,6305 JT,6305,0.582595
NKY Index,6326 JT,6326,0.29467
NKY Index,6361 JT,6361,0.120198
NKY Index,6366 JT,6366,0.142122
NKY Index,6367 JT,6367,2.339577
NKY Index,6471 JT,6471,0.200688
NKY Index,6472 JT,6472,0.071598
NKY Index,6473 JT,6473,0.254195
NKY Index,6479 JT,6479,0.319047
NKY Index,6501 JT,6501,0.118236
NKY Index,6503 JT,6503,0.239784
NKY Index,6504 JT,6504,0.140589
NKY Index,6506 JT,6506,0.521269
NKY Index,6674 JT,6674,0.086929
NKY Index,6701 JT,6701,0.047757
NKY Index,6702 JT,6702,0.124277
NKY Index,6703 JT,6703,0.022951
NKY Index,6724 JT,6724,0.597006
NKY Index,6752 JT,6752,0.204061
NKY Index,6758 JT,6758,1.060782
NKY Index,6762 JT,6762,1.944026
NKY Index,6770 JT,6770,0.452277
NKY Index,6773 JT,6773,0.017938
NKY Index,6841 JT,6841,0.370714
NKY Index,6857 JT,6857,0.740202
NKY Index,6902 JT,6902,0.91912
NKY Index,6952 JT,6952,0.288691
NKY Index,6954 JT,6954,3.308524
NKY Index,6971 JT,6971,2.085075
NKY Index,6976 JT,6976,0.394171
NKY Index,6988 JT,6988,1.315744
NKY Index,7003 JT,7003,0.031491
NKY Index,7004 JT,7004,0.014718
NKY Index,7011 JT,7011,0.066937
NKY Index,7012 JT,7012,0.049367
NKY Index,7013 JT,7013,0.066385
NKY Index,7186 JT,7186,0.087083
NKY Index,7201 JT,7201,0.162053
NKY Index,7202 JT,7202,0.137753
NKY Index,7203 JT,7203,1.083932
NKY Index,7205 JT,7205,0.19057
NKY Index,7211 JT,7211,0.012342
NKY Index,7261 JT,7261,0.04161
NKY Index,7267 JT,7267,1.056336
NKY Index,7269 JT,7269,1.005282
NKY Index,7270 JT,7270,0.532154
NKY Index,7272 JT,7272,0.490606
NKY Index,7731 JT,7731,0.328553
NKY Index,7733 JT,7733,0.687615
NKY Index,7735 JT,7735,0.203908
NKY Index,7751 JT,7751,0.829507
NKY Index,7752 JT,7752,0.18781
NKY Index,7762 JT,7762,0.115752
NKY Index,7911 JT,7911,0.139286
NKY Index,7912 JT,7912,0.203831
NKY Index,7951 JT,7951,0.924486
NKY Index,8001 JT,8001,0.321654
NKY Index,8002 JT,8002,0.159524
NKY Index,8015 JT,8015,0.657719
NKY Index,8028 JT,8028,1.819841
NKY Index,8031 JT,8031,0.310615
NKY Index,8035 JT,8035,2.383272
NKY Index,8053 JT,8053,0.292217
NKY Index,8058 JT,8058,0.543346
NKY Index,8233 JT,8233,0.146875
NKY Index,8252 JT,8252,0.436026
NKY Index,8253 JT,8253,0.284705
NKY Index,8267 JT,8267,0.418548
NKY Index,8303 JT,8303,0.028654
NKY Index,8304 JT,8304,0.062706
NKY Index,8306 JT,8306,0.11008
NKY Index,8308 JT,8308,0.009913
NKY Index,8309 JT,8309,0.072594
NKY Index,8316 JT,8316,0.070923
NKY Index,8331 JT,8331,0.120812
NKY Index,8354 JT,8354,0.097048
NKY Index,8355 JT,8355,0.158834
NKY Index,8411 JT,8411,0.030617
NKY Index,8601 JT,8601,0.106262
NKY Index,8604 JT,8604,0.084476
NKY Index,8628 JT,8628,0.183671
NKY Index,8630 JT,8630,0.187733
NKY Index,8725 JT,8725,0.17533
NKY Index,8729 JT,8729,0.077822
NKY Index,8750 JT,8750,0.036581
NKY Index,8766 JT,8766,0.435183
NKY Index,8795 JT,8795,0.057953
NKY Index,8801 JT,8801,0.416555
NKY Index,8802 JT,8802,0.299116
NKY Index,8804 JT,8804,0.10594
NKY Index,8830 JT,8830,0.628895
NKY Index,9001 JT,9001,0.1041
NKY Index,9005 JT,9005,0.159754
NKY Index,9007 JT,9007,0.206591
NKY Index,9008 JT,9008,0.192563
NKY Index,9009 JT,9009,0.307779
NKY Index,9020 JT,9020,0.16374
NKY Index,9021 JT,9021,0.122268
NKY Index,9022 JT,9022,0.367035
NKY Index,9062 JT,9062,0.114986
NKY Index,9064 JT,9064,0.53752
NKY Index,9101 JT,9101,0.032641
NKY Index,9104 JT,9104,0.051207
NKY Index,9107 JT,9107,0.035232
NKY Index,9202 JT,9202,0.061341
NKY Index,9301 JT,9301,0.225602
NKY Index,9412 JT,9412,0.008524
NKY Index,9432 JT,9432,0.158742
NKY Index,9433 JT,9433,2.882003
NKY Index,9437 JT,9437,0.046746
NKY Index,9501 JT,9501,0.008494
NKY Index,9502 JT,9502,0.026117
NKY Index,9503 JT,9503,0.026194
NKY Index,9531 JT,9531,0.085335
NKY Index,9532 JT,9532,0.067964
NKY Index,9602 JT,9602,0.054733
NKY Index,9613 JT,9613,1.203518
NKY Index,9681 JT,9681,0.076504
NKY Index,9735 JT,9735,1.419844
NKY Index,9766 JT,9766,0.676116
NKY Index,9983 JT,9983,8.985754
NKY Index,9984 JT,9984,5.25255
TPX Index,1301 JT,1301,0.00583
TPX Index,1332 JT,1332,0.035997
TPX Index,1333 JT,1333,0.034295
TPX Index,1352 JT,1352,0.00034
TPX Index,1376 JT,1376,0.002303
TPX Index,1377 JT,1377,0.026393
TPX Index,1379 JT,1379,0.008518
TPX Index,1384 JT,1384,0.000588
TPX Index,1413 JT,1413,0.003279
TPX Index,1414 JT,1414,0.037486
TPX Index,1417 JT,1417,0.029162
TPX Index,1419 JT,1419,0.003665
TPX Index,1420 JT,1420,0.00075
TPX Index,1429 JT,1429,0.000502
TPX Index,1430 JT,1430,0.001705
TPX Index,1433 JT,1433,0.001236
TPX Index,1435 JT,1435,0.004593
TPX Index,1514 JT,1514,0.001664
TPX Index,1515 JT,1515,0.006588
TPX Index,1518 JT,1518,0.004154
TPX Index,1605 JT,1605,0.301315
TPX Index,1662 JT,1662,0.018019
TPX Index,1663 JT,1663,0.004544
TPX Index,1712 JT,1712,0.000887
TPX Index,1716 JT,1716,0.00132
TPX Index,1719 JT,1719,0.030851
TPX Index,1720 JT,1720,0.018194
TPX Index,1721 JT,1721,0.055563
TPX Index,1722 JT,1722,0.003226
TPX Index,1726 JT,1726,0.00199
TPX Index,1762 JT,1762,0.008946
TPX Index,1766 JT,1766,0.012069
TPX Index,1768 JT,1768,0.000457
TPX Index,1780 JT,1780,0.001812
TPX Index,1801 JT,1801,0.223702
TPX Index,1802 JT,1802,0.140071
TPX Index,1803 JT,1803,0.137738
TPX Index,1805 JT,1805,0.007522
TPX Index,1808 JT,1808,0.074595
TPX Index,1810 JT,1810,0.004486
TPX Index,1811 JT,1811,0.003383
TPX Index,1812 JT,1812,0.15721
TPX Index,1813 JT,1813,0.006954
TPX Index,1814 JT,1814,0.001752
TPX Index,1815 JT,1815,0.00779
TPX Index,1820 JT,1820,0.028806
TPX Index,1821 JT,1821,0.023875
TPX Index,1822 JT,1822,0.010268
TPX Index,1824 JT,1824,0.046537
TPX Index,1826 JT,1826,0.001208
TPX Index,1827 JT,1827,0.002318
TPX Index,1833 JT,1833,0.025422
TPX Index,1835 JT,1835,0.01543
TPX Index,1847 JT,1847,0.001783
TPX Index,1848 JT,1848,0.00072
TPX Index,1852 JT,1852,0.005709
TPX Index,1860 JT,1860,0.041378
TPX Index,1861 JT,1861,0.021449
TPX Index,1865 JT,1865,0.002761
TPX Index,1866 JT,1866,0.003665
TPX Index,1867 JT,1867,0.001421
TPX Index,1868 JT,1868,0.005391
TPX Index,1870 JT,1870,0.005151
TPX Index,1871 JT,1871,0.003038
TPX Index,1873 JT,1873,0.005231
TPX Index,1878 JT,1878,0.224907
TPX Index,1879 JT,1879,0.006322
TPX Index,1881 JT,1881,0.021007
TPX Index,1882 JT,1882,0.00333
TPX Index,1883 JT,1883,0.031444
TPX Index,1884 JT,1884,0.007732
TPX Index,1885 JT,1885,0.008724
TPX Index,1888 JT,1888,0.003869
TPX Index,1890 JT,1890,0.006349
TPX Index,1893 JT,1893,0.038638
TPX Index,1898 JT,1898,0.004119
TPX Index,1899 JT,1899,0.008112
TPX Index,1909 JT,1909,0.001278
TPX Index,1911 JT,1911,0.054572
TPX Index,1914 JT,1914,0.001952
TPX Index,1916 JT,1916,0.007062
TPX Index,1921 JT,1921,0.002664
TPX Index,1925 JT,1925,0.431055
TPX Index,1926 JT,1926,0.013677
TPX Index,1928 JT,1928,0.242653
TPX Index,1929 JT,1929,0.002714
TPX Index,1930 JT,1930,0.002583
TPX Index,1934 JT,1934,0.005826
TPX Index,1939 JT,1939,0.001806
TPX Index,1941 JT,1941,0.014425
TPX Index,1942 JT,1942,0.020107
TPX Index,1944 JT,1944,0.052609
TPX Index,1945 JT,1945,0.005686
TPX Index,1946 JT,1946,0.004104
TPX Index,1949 JT,1949,0.006444
TPX Index,1950 JT,1950,0.015736
TPX Index,1951 JT,1951,0.054556
TPX Index,1952 JT,1952,0.005722
TPX Index,1954 JT,1954,0.00772
TPX Index,1959 JT,1959,0.038243
TPX Index,1961 JT,1961,0.01119
TPX Index,1963 JT,1963,0.097412
TPX Index,1964 JT,1964,0.003908
TPX Index,1967 JT,1967,0.002597
TPX Index,1968 JT,1968,0.008823
TPX Index,1969 JT,1969,0.024618
TPX Index,1972 JT,1972,0.001665
TPX Index,1973 JT,1973,0.011014
TPX Index,1975 JT,1975,0.003034
TPX Index,1976 JT,1976,0.007161
TPX Index,1979 JT,1979,0.020373
TPX Index,1980 JT,1980,0.008408
TPX Index,1982 JT,1982,0.009634
TPX Index,1983 JT,1983,0.022879
TPX Index,2001 JT,2001,0.025837
TPX Index,2002 JT,2002,0.118558
TPX Index,2003 JT,2003,0.001517
TPX Index,2004 JT,2004,0.010551
TPX Index,2009 JT,2009,0.003553
TPX Index,2053 JT,2053,0.007441
TPX Index,2060 JT,2060,0.005491
TPX Index,2107 JT,2107,0.000802
TPX Index,2108 JT,2108,0.004578
TPX Index,2109 JT,2109,0.010129
TPX Index,2112 JT,2112,0.001245
TPX Index,2117 JT,2117,0.004139
TPX Index,2120 JT,2120,0.008123
TPX Index,2124 JT,2124,0.007772
TPX Index,2127 JT,2127,0.086772
TPX Index,2130 JT,2130,0.00158
TPX Index,2139 JT,2139,0.000299
TPX Index,2151 JT,2151,0.003217
TPX Index,2153 JT,2153,0.00064
TPX Index,2154 JT,2154,0.007887
TPX Index,2157 JT,2157,0.012929
TPX Index,2163 JT,2163,0.000599
TPX Index,2168 JT,2168,0.005862
TPX Index,2169 JT,2169,0.001313
TPX Index,2170 JT,2170,0.009569
TPX Index,2174 JT,2174,0.003557
TPX Index,2175 JT,2175,0.033176
TPX Index,2181 JT,2181,0.090932
TPX Index,2183 JT,2183,0.004398
TPX Index,2193 JT,2193,0.005271
TPX Index,2196 JT,2196,0.001028
TPX Index,2198 JT,2198,0.001436
TPX Index,2201 JT,2201,0.038597
TPX Index,2204 JT,2204,0.004875
TPX Index,2206 JT,2206,0.060615
TPX Index,2207 JT,2207,0.003157
TPX Index,2209 JT,2209,0.005243
TPX Index,2211 JT,2211,0.005557
TPX Index,2212 JT,2212,0.071577
TPX Index,2215 JT,2215,0.000749
TPX Index,2217 JT,2217,0.003985
TPX Index,2220 JT,2220,0.012915
TPX Index,2222 JT,2222,0.019972
TPX Index,2229 JT,2229,0.065367
TPX Index,2264 JT,2264,0.02386
TPX Index,2266 JT,2266,0.007344
TPX Index,2267 JT,2267,0.210743
TPX Index,2269 JT,2269,0.195569
TPX Index,2270 JT,2270,0.027275
TPX Index,2281 JT,2281,0.014602
TPX Index,2282 JT,2282,0.07043
TPX Index,2286 JT,2286,0.001002
TPX Index,2288 JT,2288,0.009137
TPX Index,2292 JT,2292,0.013297
TPX Index,2296 JT,2296,0.01959
TPX Index,2301 JT,2301,0.002523
TPX Index,2305 JT,2305,0.004374
TPX Index,2309 JT,2309,0.004693
TPX Index,2317 JT,2317,0.019047
TPX Index,2325 JT,2325,0.001454
TPX Index,2326 JT,2326,0.009754
TPX Index,2327 JT,2327,0.020814
TPX Index,2331 JT,2331,0.073031
TPX Index,2335 JT,2335,0.002093
TPX Index,2337 JT,2337,0.023521
TPX Index,2352 JT,2352,0.001136
TPX Index,2353 JT,2353,0.008091
TPX Index,2359 JT,2359,0.002255
TPX Index,2371 JT,2371,0.061071
TPX Index,2372 JT,2372,0.00237
TPX Index,2374 JT,2374,0.001071
TPX Index,2376 JT,2376,0.000426
TPX Index,2378 JT,2378,0.004234
TPX Index,2379 JT,2379,0.014174
TPX Index,2384 JT,2384,0.006189
TPX Index,2389 JT,2389,0.007898
TPX Index,2395 JT,2395,0.002784
TPX Index,2398 JT,2398,0.009551
TPX Index,2410 JT,2410,0.001524
TPX Index,2413 JT,2413,0.199682
TPX Index,2418 JT,2418,0.001528
TPX Index,2424 JT,2424,0.000186
TPX Index,2427 JT,2427,0.02637
TPX Index,2428 JT,2428,0.003936
TPX Index,2429 JT,2429,0.003493
TPX Index,2432 JT,2432,0.039458
TPX Index,2433 JT,2433,0.101914
TPX Index,2440 JT,2440,0.005371
TPX Index,2445 JT,2445,0.002927
TPX Index,2453 JT,2453,0.003638
TPX Index,2461 JT,2461,0.007026
TPX Index,2462 JT,2462,0.002577
TPX Index,2464 JT,2464,0.000712
TPX Index,2475 JT,2475,0.006851
TPX Index,2485 JT,2485,0.001522
TPX Index,2487 JT,2487,0.000557
TPX Index,2491 JT,2491,0.00602
TPX Index,2492 JT,2492,0.029649
TPX Index,2501 JT,2501,0.033808
TPX Index,2502 JT,2502,0.399752
TPX Index,2503 JT,2503,0.513643
TPX Index,2531 JT,2531,0.047609
TPX Index,2533 JT,2533,0.004491
TPX Index,2540 JT,2540,0.002891
TPX Index,2579 JT,2579,0.091086
TPX Index,2587 JT,2587,0.124749
TPX Index,2590 JT,2590,0.011246
TPX Index,2593 JT,2593,0.06551
TPX Index,2594 JT,2594,0.00798
TPX Index,2597 JT,2597,0.001468
TPX Index,2599 JT,2599,0.000782
TPX Index,2602 JT,2602,0.015261
TPX Index,2607 JT,2607,0.037761
TPX Index,2612 JT,2612,0.002603
TPX Index,2613 JT,2613,0.007824
TPX Index,2651 JT,2651,0.065755
TPX Index,2659 JT,2659,0.014621
TPX Index,2664 JT,2664,0.006818
TPX Index,2670 JT,2670,0.043485
TPX Index,2674 JT,2674,0.001658
TPX Index,2676 JT,2676,0.00152
TPX Index,2678 JT,2678,0.011354
TPX Index,2681 JT,2681,0.010751
TPX Index,2685 JT,2685,0.008982
TPX Index,2686 JT,2686,0.001763
TPX Index,2687 JT,2687,0.000371
TPX Index,2692 JT,2692,0.005597
TPX Index,2695 JT,2695,0.016489
TPX Index,2698 JT,2698,0.003176
TPX Index,2715 JT,2715,0.004769
TPX Index,2726 JT,2726,0.005541
TPX Index,2729 JT,2729,0.003074
TPX Index,2730 JT,2730,0.018826
TPX Index,2733 JT,2733,0.010964
TPX Index,2734 JT,2734,0.005423
TPX Index,2735 JT,2735,0.001204
TPX Index,2737 JT,2737,0.001571
TPX Index,2742 JT,2742,0.003915
TPX Index,2749 JT,2749,0.003619
TPX Index,2753 JT,2753,0.003721
TPX Index,2760 JT,2760,0.002659
TPX Index,2764 JT,2764,0.002405
TPX Index,2767 JT,2767,0.002813
TPX Index,2768 JT,2768,0.092258
TPX Index,2784 JT,2784,0.126994
TPX Index,2791 JT,2791,0.004142
TPX Index,2792 JT,2792,0.003807
TPX Index,2796 JT,2796,0.000568
TPX Index,2801 JT,2801,0.187331
TPX Index,2802 JT,2802,0.173943
TPX Index,2809 JT,2809,0.056705
TPX Index,2810 JT,2810,0.050599
TPX Index,2811 JT,2811,0.051054
TPX Index,2812 JT,2812,0.00208
TPX Index,2815 JT,2815,0.03966
TPX Index,2818 JT,2818,0.000831
TPX Index,2819 JT,2819,0.001912
TPX Index,2871 JT,2871,0.055631
TPX Index,2874 JT,2874,0.009155
TPX Index,2875 JT,2875,0.093643
TPX Index,2882 JT,2882,0.002089
TPX Index,2883 JT,2883,0.000841
TPX Index,2884 JT,2884,0.000714
TPX Index,2897 JT,2897,0.118468
TPX Index,2899 JT,2899,0.006318
TPX Index,2904 JT,2904,0.001646
TPX Index,2908 JT,2908,0.009892
TPX Index,2910 JT,2910,0.007893
TPX Index,2914 JT,2914,0.661202
TPX Index,2915 JT,2915,0.007294
TPX Index,2918 JT,2918,0.005096
TPX Index,2922 JT,2922,0.004112
TPX Index,2924 JT,2924,0.000534
TPX Index,2925 JT,2925,0.001805
TPX Index,2930 JT,2930,0.008293
TPX Index,2931 JT,2931,0.013509
TPX Index,3001 JT,3001,0.006511
TPX Index,3002 JT,3002,0.017459
TPX Index,3003 JT,3003,0.088426
TPX Index,3004 JT,3004,0.000669
TPX Index,3023 JT,3023,0.001688
TPX Index,3028 JT,3028,0.005906
TPX Index,3030 JT,3030,0.00096
TPX Index,3031 JT,3031,0.001372
TPX Index,3034 JT,3034,0.010533
TPX Index,3036 JT,3036,0.006599
TPX Index,3038 JT,3038,0.018476
TPX Index,3040 JT,3040,0.002278
TPX Index,3046 JT,3046,0.015755
TPX Index,3048 JT,3048,0.032156
TPX Index,3050 JT,3050,0.021108
TPX Index,3053 JT,3053,0.012157
TPX Index,3064 JT,3064,0.076145
TPX Index,3067 JT,3067,0.000634
TPX Index,3073 JT,3073,0.002299
TPX Index,3076 JT,3076,0.016227
TPX Index,3079 JT,3079,0.001982
TPX Index,3082 JT,3082,0.000871
TPX Index,3085 JT,3085,0.006005
TPX Index,3086 JT,3086,0.080292
TPX Index,3087 JT,3087,0.014058
TPX Index,3088 JT,3088,0.073358
TPX Index,3091 JT,3091,0.007435
TPX Index,3092 JT,3092,0.12695
TPX Index,3093 JT,3093,0.000849
TPX Index,3097 JT,3097,0.012078
TPX Index,3098 JT,3098,0.029033
TPX Index,3099 JT,3099,0.099367
TPX Index,3101 JT,3101,0.029043
TPX Index,3103 JT,3103,0.008596
TPX Index,3104 JT,3104,0.007885
TPX Index,3105 JT,3105,0.033923
TPX Index,3106 JT,3106,0.012557
TPX Index,3107 JT,3107,0.023912
TPX Index,3109 JT,3109,0.002677
TPX Index,3110 JT,3110,0.015434
TPX Index,3116 JT,3116,0.023829
TPX Index,3132 JT,3132,0.014583
TPX Index,3134 JT,3134,0.001566
TPX Index,3139 JT,3139,0.00649
TPX Index,3141 JT,3141,0.064916
TPX Index,3148 JT,3148,0.016543
TPX Index,3151 JT,3151,0.009114
TPX Index,3153 JT,3153,0.002742
TPX Index,3154 JT,3154,0.001953
TPX Index,3156 JT,3156,0.006444
TPX Index,3157 JT,3157,0.000939
TPX Index,3159 JT,3159,0.001669
TPX Index,3160 JT,3160,0.000687
TPX Index,3166 JT,3166,0.001579
TPX Index,3167 JT,3167,0.023133
TPX Index,3168 JT,3168,0.000324
TPX Index,3169 JT,3169,0.000337
TPX Index,3172 JT,3172,0.00055
TPX Index,3173 JT,3173,0.000535
TPX Index,3175 JT,3175,0.000448
TPX Index,3176 JT,3176,0.004071
TPX Index,3178 JT,3178,0.003373
TPX Index,3179 JT,3179,0.0031
TPX Index,3180 JT,3180,0.001319
TPX Index,3183 JT,3183,0.003545
TPX Index,3186 JT,3186,0.005011
TPX Index,3191 JT,3191,0.020125
TPX Index,3193 JT,3193,0.002985
TPX Index,3194 JT,3194,0.002591
TPX Index,3196 JT,3196,0.002697
TPX Index,3197 JT,3197,0.059349
TPX Index,3199 JT,3199,0.004159
TPX Index,3201 JT,3201,0.011772
TPX Index,3202 JT,3202,0.000602
TPX Index,3204 JT,3204,0.000899
TPX Index,3205 JT,3205,0.001799
TPX Index,3221 JT,3221,0.001812
TPX Index,3222 JT,3222,0.017932
TPX Index,3228 JT,3228,0.002695
TPX Index,3230 JT,3230,0.003037
TPX Index,3231 JT,3231,0.057999
TPX Index,3232 JT,3232,0.004339
TPX Index,3244 JT,3244,0.008747
TPX Index,3245 JT,3245,0.002506
TPX Index,3246 JT,3246,0.000752
TPX Index,3250 JT,3250,0.001909
TPX Index,3252 JT,3252,0.003944
TPX Index,3254 JT,3254,0.007648
TPX Index,3258 JT,3258,0.011421
TPX Index,3271 JT,3271,0.001524
TPX Index,3276 JT,3276,0.00342
TPX Index,3277 JT,3277,0.001296
TPX Index,3280 JT,3280,0.00044
TPX Index,3284 JT,3284,0.006277
TPX Index,3288 JT,3288,0.034817
TPX Index,3289 JT,3289,0.073017
TPX Index,3291 JT,3291,0.063913
TPX Index,3294 JT,3294,0.000491
TPX Index,3299 JT,3299,0.00182
TPX Index,3302 JT,3302,0.012916
TPX Index,3313 JT,3313,0.001693
TPX Index,3315 JT,3315,0.003733
TPX Index,3319 JT,3319,0.00146
TPX Index,3321 JT,3321,0.000856
TPX Index,3328 JT,3328,0.001694
TPX Index,3333 JT,3333,0.004406
TPX Index,3341 JT,3341,0.004683
TPX Index,3349 JT,3349,0.049089
TPX Index,3360 JT,3360,0.034645
TPX Index,3361 JT,3361,0.001905
TPX Index,3366 JT,3366,0.000311
TPX Index,3371 JT,3371,0.003196
