Date,Open,High,Low,Close,Volume
1920-01-02,105.18,108.76,105.18,108.76
1920-01-09,108.85,108.85,106.59,106.59
1920-01-16,104.22,104.53,101.94,101.94
1920-01-23,102.72,103.48,101.9,101.9
1920-01-30,103.74,104.21,103.6,104.21
1920-02-06,103.01,103.01,95.5,95.75
1920-02-13,95.73,95.73,90.66,92.66
1920-02-20,92.6,95.57,92.6,95.57
1920-02-27,92.98,92.98,89.98,91.18
1920-03-05,92.4,94.58,91.68,94.58
1920-03-12,97.38,99.8,97.11,98.55
1920-03-19,100.55,103.98,100.39,103.66
1920-03-26,104.17,104.17,100.33,103.63
1920-04-02,102.23,102.81,102.23,102.66
1920-04-09,102.98,105.65,102.98,105.38
1920-04-16,103.94,105.18,103.94,104.73
1920-04-23,101.87,101.87,95.46,95.46
1920-04-30,97.2,97.2,93.16,93.54
1920-05-07,94.03,94.41,93.45,93.45
1920-05-14,93.33,93.33,90.8,91.35
1920-05-21,91.24,91.24,87.36,88.2
1920-05-28,87.57,91.81,87.57,91.81
1920-06-04,90.2,91.9,90.2,91.9
1920-06-11,91.13,93.06,91.13,93.06
1920-06-18,91.75,92,91.37,92
1920-06-25,91.32,91.32,90.16,90.95
1920-07-02,90.45,92.2,90.36,92.2
1920-07-09,93,94.51,93,94.43
1920-07-16,92.08,92.08,89.95,89.95
1920-07-23,90.21,90.74,89.63,89.63
1920-07-30,87.66,87.89,86.86,86.86
1920-08-06,84.95,85.58,84.06,84.56
1920-08-13,83.24,85.89,83.2,85.89
1920-08-20,85.07,86.22,83.9,86.22
1920-08-27,85.78,87.29,85.78,86.81
1920-09-03,86.43,88.05,86.16,88.05
1920-09-10,88.21,88.33,87.13,87.98
1920-09-17,86.96,89.95,86.96,89.95
1920-09-24,88.88,88.88,85.9,85.9
1920-10-01,83.82,84.53,82.95,84
1920-10-08,85.25,85.6,84.4,84.4
1920-10-15,84,85.4,84,85.4
1920-10-22,84.31,85.26,84.31,85.06
1920-10-29,85.73,85.73,84.61,85.08
1920-11-05,85.48,85.48,83.48,83.48
1920-11-12,81.51,81.51,77.56,77.56
1920-11-19,76.63,76.65,73.12,73.12
1920-11-26,77.15,77.2,75.53,75.53
1920-12-03,76.18,77.3,76.04,77.08
1920-12-10,76.73,76.73,73.29,73.29
1920-12-17,70.48,72.29,70.26,70.26
1920-12-24,68.52,69.63,66.75,68.91
1920-12-31,68.01,71.95,67.96,71.95
1921-01-07,72.67,75.21,72.67,75.21
1921-01-14,76,76.14,74.43,74.48
1921-01-21,75.21,76.76,74.65,74.65
1921-01-28,74.77,76.23,74.77,76.23
1921-02-04,76.13,76.13,74.34,74.74
1921-02-11,74.8,75.59,74.8,75.59
1921-02-18,76.41,77.14,76.28,76.28
1921-02-25,75.1,75.66,74.66,75.23
1921-03-04,74.98,75.23,74.71,75.11
1921-03-11,75.26,75.26,72.25,72.25
1921-03-18,72.99,76.3,72.99,76.3
1921-03-25,76.03,77.78,76.03,77.39
1921-04-01,76.19,77.13,75.72,75.72
1921-04-08,75.16,76.58,75.16,75.61
1921-04-15,76.15,76.28,75.06,76.18
