Date,Open,High,Low,Close,Volume
2003-07-11,1685.41,1758.18,1685.41,1733.93,2344177024
2003-07-18,1757.43,1776.1,1688.82,1708.5,2341552992
2003-07-25,1706.15,1740.8,1675.18,1730.7,2137656288
2003-08-01,1734.68,1757.37,1713.21,1715.62,2034485760
2003-08-08,1714.84,1723.27,1640.88,1644.03,2050035776
2003-08-15,1646.95,1705.33,1646.59,1702.01,1505053024
2003-08-22,1707.17,1812.49,1706.93,1765.32,2040778240
2003-08-29,1763.78,1813.82,1737.15,1810.45,1637268288
2003-09-05,1817.92,1879.7,1804.3,1858.24,1974253088
2003-09-12,1863.88,1888.65,1819.42,1855.03,2473990400
2003-09-19,1857.12,1913.74,1843.79,1905.7,2274808256
2003-09-26,1881.42,1904.13,1792.06,1792.07,2468568384
2003-10-03,1801.55,1891.62,1783.46,1880.57,2259585984
2003-10-10,1884.64,1936.93,1876,1915.31,2147959232
2003-10-17,1924.06,1966.87,1910.24,1912.36,2205262016
2003-10-24,1913.79,1952.48,1841.62,1865.59,2229818784
2003-10-31,1876.03,1957.53,1873.62,1932.21,2447498464
2003-11-07,1941.31,1992.27,1938.22,1970.74,2613794656
2003-11-14,1972.1,1977.79,1923.5,1930.26,2245920256
2003-11-21,1919.01,1926,1878.07,1893.88,2251169984
2003-11-28,1907.29,1963.06,1907.29,1960.26,1471586000
2003-12-05,1972.97,2000.92,1935.58,1937.82,2430584512
2003-12-12,1937.48,1956.97,1887.46,1949,2160459552
2003-12-19,1978.77,1979.78,1901.66,1951.02,2192413248
2003-12-26,1946.19,1979.74,1941.62,1973.14,948895224
2004-01-02,1976.93,2022.37,1976.93,2006.68,1606467296
2004-01-09,2020.78,2113.33,2020.78,2086.92,3036517760
2004-01-16,2093.54,2140.47,2080.29,2140.46,2918245024
2004-01-23,2149.03,2152.12,2108.45,2123.87,2414408000
2004-01-30,2120.56,2153.83,2041.07,2066.15,2765654272
2004-02-06,2072.13,2085.49,2012.79,2064.01,2471316256
2004-02-13,2069.29,2091.22,2049.76,2053.56,2351401248
2004-02-20,2068.42,2094.92,2022.79,2037.93,1855064256
2004-02-27,2044.41,2045.1,1991.05,2029.82,2347016000
2004-03-05,2036.92,2069.02,2020.29,2047.63,2317066208
2004-03-12,2052.07,2058.25,1943.89,1984.73,2569778272
2004-03-19,1977.78,1980.31,1927.69,1940.47,2187866976
2004-03-26,1929.02,1976.76,1896.91,1960.02,2310126016
2004-04-02,1975.43,2057.17,1975.43,2057.17,2303288544
2004-04-09,2055.99,2079.12,2038.74,2052.88,1768156704
2004-04-16,2057.64,2073.42,1982.14,1995.74,2298002976
2004-04-23,1995.37,2051.75,1973.25,2049.77,2454663008
2004-04-30,2052.25,2059.08,1919.39,1920.15,2580276928
2004-05-07,1928.72,1969.97,1917.96,1917.96,2225170240
2004-05-14,1904.73,1937.87,1878.77,1904.25,2135689760
2004-05-21,1881.06,1936.04,1865.4,1912.09,1934202528
2004-05-28,1924.87,1991.87,1913.73,1986.74,1913655520
2004-06-04,1978.52,1998.32,1960.26,1978.62,1486054496
2004-06-11,1991.67,2023.54,1988.89,1999.87,1461137504
2004-06-18,1987.75,2006.58,1963.48,1986.73,1877882240
2004-06-25,1990.82,2033.87,1964.53,2025.47,2264301248
2004-07-02,2038.98,2055.65,1996.61,2006.66,1985174528
2004-07-09,1994.7,1995.4,1934.57,1946.33,1727836480
2004-07-16,1936.17,1945.17,1882.93,1883.15,2154532000
2004-07-23,1889.06,1933.03,1846.55,1849.09,2314797248
2004-07-30,1852.42,1896.31,1829.06,1887.36,2133456512
2004-08-06,1874.93,1893.13,1775.57,1776.89,2007927008
2004-08-13,1782.35,1808.7,1750.82,1757.22,1887834208
2004-08-20,1759.58,1843.12,1759.58,1838.02,1761867776
2004-08-27,1843.79,1866.25,1828.51,1862.09,1517732208
2004-09-03,1855.78,1876.24,1819.62,1844.48,1554864992
2004-09-10,1856,1895.78,1847.48,1894.31,1519157760
2004-09-17,1900.17,1919.21,1892.08,1910.09,1969101760
2004-09-24,1903.02,1925.85,1879.48,1879.48,1870278752
2004-10-01,1871.16,1942.23,1852.59,1942.2,2016921760
2004-10-08,1954.59,1971.04,1917.72,1919.97,2242201248
2004-10-15,1924.41,1948.01,1899.33,1911.5,1939310496
2004-10-22,1909.78,1957.48,1904.5,1915.14,2173833280
2004-10-29,1911.08,1984.18,1905.49,1974.99,2260678752
2004-11-05,1975.48,2046.92,1969.32,2038.94,2287640512
2004-11-12,2038.22,2085.34,2032.37,2085.34,2254858464
2004-11-19,2082.59,2112.18,2070.63,2070.63,2518822016
2004-11-26,2066.34,2110.38,2052.8,2101.97,1585776240
2004-12-03,2110.91,2164.63,2090.35,2147.96,2737314720
2004-12-10,2145.43,2161.3,2097.86,2128.07,2850959008
2004-12-17,2141.2,2171.27,2132.19,2135.2,2909843712
2004-12-24,2142.21,2168.78,2124.22,2160.62,1817686240
2004-12-31,2168.82,2185.56,2147.59,2175.44,1842559520
2005-01-07,2184.75,2191.6,2076.69,2088.61,2928717504
2005-01-14,2087.62,2111.43,2066.79,2087.91,2727319296
2005-01-21,2081.86,2106.19,2032.88,2034.27,2138754944
2005-01-28,2040.13,2055.13,2008.68,2035.83,2633069760
2005-02-04,2053.47,2086.72,2049.25,2086.66,2425884544
2005-02-11,2086.55,2095.64,2039.72,2076.66,2486024512
2005-02-18,2076.75,2103.45,2056.2,2058.62,2310923232
2005-02-25,2046.18,2065.4,2023,2065.4,1955275488
2005-03-04,2058.28,2084.15,2038.77,2070.61,2478754464
2005-03-11,2073.9,2100.57,2036.41,2041.6,2314949248
2005-03-18,2043.64,2059.07,1999.98,2007.79,2394821472
2005-03-25,2008.16,2017.66,1985.22,1991.06,1756627008
2005-04-01,1998.76,2014.73,1968.58,1984.81,2205464032
2005-04-08,1983.81,2021.82,1972.07,1999.35,2088890464
2005-04-15,2004.16,2007.24,1906.71,1908.15,2358976288
2005-04-22,1906.43,1962.41,1904.27,1932.19,2436936992
2005-04-29,1942.02,1958.58,1889.83,1921.65,2272694752
2005-05-06,1923.23,1973.5,1916.03,1967.35,2191202752
2005-05-13,1967.74,1990,1943.89,1976.78,2151559008
2005-05-20,1976.38,2046.42,1973.67,2046.42,2074757248
2005-05-27,2046.09,2076.8,2041.95,2075.73,1969864224
2005-06-03,2073.92,2097.8,2065.02,2071.43,1770925984
2005-06-10,2072.36,2095.96,2052.96,2063,2051507776
2005-06-17,2059.96,2098.53,2053.39,2090.11,2157136768
2005-06-24,2081.05,2106.57,2050.76,2053.27,2357805728
2005-07-01,2050.3,2076.16,2039.69,2057.37,1963109024
2005-07-08,2052.1,2113.91,2050.3,2112.88,1592119488
2005-07-15,2115.98,2164.18,2115.57,2156.78,2111563744
2005-07-22,2151.84,2193.19,2144.78,2179.74,2221208992
2005-07-29,2179.04,2201.39,2165.93,2184.83,2108548768
2005-08-05,2191.49,2219.91,2175.91,2177.91,2070516224
2005-08-12,2182.99,2185.91,2144.6,2156.9,2037233280
2005-08-19,2153.71,2173.66,2133.08,2135.56,1795196256
2005-08-26,2140.95,2156.13,2118.04,2120.77,1798278752
2005-09-02,2112.44,2157.32,2112.25,2141.07,1828955232
2005-09-09,2147.31,2177.23,2147.31,2175.51,1573905504
2005-09-16,2176.47,2186.83,2142.73,2160.35,2328811040
2005-09-23,2157.37,2162.14,2093.06,2116.84,2190818016
2005-09-30,2127.9,2151.69,2107.7,2151.69,2132922048
2005-10-07,2152.7,2167,2069.04,2090.35,2385454240
2005-10-14,2091.68,2093.23,2025.58,2064.83,2197554464
2005-10-21,2065.54,2096.43,2042.03,2082.21,2119647232
2005-10-28,2089.51,2121.36,2063.81,2089.88,2206378272
2005-11-04,2094.37,2172.68,2094.37,2169.43,2568171488
2005-11-11,2174.25,2205.36,2162.65,2202.47,2135288224
2005-11-18,2203.79,2234.3,2176.54,2227.07,2215811008
2005-11-25,2226.62,2269.3,2219.25,2263.01,1477640512
2005-12-02,2263.55,2273.61,2230.19,2273.37,2318640224
2005-12-09,2269.07,2278.16,2233.74,2256.73,2262711456
2005-12-16,2263.97,2271.85,2247.32,2252.48,2411571296
2005-12-23,2254.63,2256.03,2213.52,2249.41,1938748240
2005-12-30,2253.05,2259.67,2200.51,2205.32,1275171264
2006-01-06,2216.53,2306.72,2189.9,2305.62,2094499040
